,French Polynesia,Australia,Egypt,Somalia,Algeria,United States,Brazil,Germany,Suriname,Kiribati,Denmark,South Africa,United Arab Emirates,Venezuela,Indonesia,Russian Federation,China,Western Samoa,Philippines,Yemen,Guatemala,Nigeria,Spain,Iran,Ivory Coast (Cote d'Ivoire),Ethiopia,Papua New Guinea,Saudi Arabia,United Kingdom,Mexico,Ghana,Colombia,Switzerland,Sri Lanka,Panama,Turkey,Namibia,Jordan,Sudan,South Sudan,Chad,Mauritania,Argentina,Norway,Iceland,Uzbekistan,Solomon Islands,Morocco,France,Sweden,Japan,Greenland,Greece,India,Paraguay,Guyana,Italy,Honduras,Oman,Madagascar,Marshall Islands,Central African Republic,Djibouti,Cook Islands,Comoros,Niger,Gabon,Libya,New Zealand,Cyprus,Canada,Kazakhstan,Myanmar,Peru,Syria,Andorra,Mozambique,Netherlands,Kenya,Chile,Congo,Angola,Belgium,Austria,Antigua and Barbuda,Malaysia,Laos,Bolivia,Fiji,Tanzania,Burkina Faso,Romania,Eritrea,Turkmenistan,Bahamas,Saint Helena,Ecuador,Pakistan,Uruguay,Aruba,East Timor,Vanuatu,Cuba,Mongolia,Portugal,United States Minor Outlying Islands,Anguilla,"Macau (SAR), China",Dominican Republic,Bahrain,Costa Rica,Azerbaijan,Democratic Republic of the Congo,Botswana,Cambodia,Guadeloupe,Zambia,Belize,Bermuda,Seychelles,Nepal,Nicaragua,Serbia,Israel,Lebanon,Zimbabwe,Thailand,Cameroon,Barbados,Iraq,Afghanistan,Gambia,Burundi,Guinea,Mali,Ireland,Malawi,Vietnam,New Caledonia,Bosnia and Herzegovina,Bulgaria,"Bonaire, Saint Eustatius & Saba",Guinea Bissau,Belarus,Saint Vincent and Grenadines,Czech Republic,Equatorial Guinea,Sierra Leone,Rwanda,Slovakia,Hungary,Georgia,Bhutan,Cape Verde,Croatia,Brunei Darussalam,Senegal,Poland,Liberia,Bangladesh,Moldova,Haiti,French Guiana,Cocos (Keeling) Islands,Estonia,South Korea,Ukraine,Chinese Taipei,Benin,Grenada and South Grenadines,Curacao,Cayman Islands,Dominica,Maldives,Unknown Country,Latvia,Qatar,Tunisia,North Korea,Albania,Tajikistan,Mayotte,Uganda,British Virgin Islands,Finland,Tonga,Western Sahara,Armenia,Martinique,Kyrgyzstan,Saint Pierre and Miquelon,Tuvalu,Wallis and Futuna Islands,Turks and Caicos Islands,Gibraltar,Palestinian Territory,Malta,"Hong Kong (SAR), China",Lithuania,Montenegro,El Salvador,Nauru,Niue,Jamaica,Micronesia,Kuwait,Lesotho,Togo,Slovenia,Luxembourg,Monaco,Singapore,Montserrat,Falkland Islands,Mauritius,Swaziland,Saint Kitts and Nevis,Norfolk Island,Macedonia,Sao Tome and Principe,Trinidad and Tobago,Liechtenstein,Palau,Reunion,Saint Barthelemy,Saint Martin,Saint Lucia,Sint Maarten,Antarctica,Christmas Island
Czech Republic,0,1522,8733,0,117,10326,1463,17232,7,0,10890,1106,7477,0,1853,37490,2099,0,1119,0,182,114,33132,93,8,88,2,428,85524,1289,40,173,13490,3729,266,8108,94,1808,7,0,10,0,434,4745,127,116,0,1823,37870,8692,930,0,3446,2176,49,0,47762,99,429,25,0,3,42,0,0,0,0,5,916,625,1734,1444,146,341,0,0,9,21217,262,278,4,21,16054,1230,10,1102,17,7,5,461,44,3531,0,23,0,0,290,117,27,23,0,0,1132,275,4641,0,0,0,411,157,474,168,16,5,222,21,16,19,0,1109,112,36,857,9624,352,10,9613,59,29,334,241,60,0,0,15,7747,0,4101,0,106,2281,0,0,2331,14,2362,9,0,51,1189,9757,2247,0,16,530,0,55,7113,0,50,1456,0,0,0,636,5370,11638,317,20,36,79,42,0,1333,0,3407,299,473,0,337,33,0,56,97,6141,0,0,134,75,115,0,0,0,0,5,0,287,410,906,72,0,0,0,122,0,341,0,0,195,593,0,298,0,0,1696,3,0,0,238,0,76,0,0,24,0,0,0,50,0,0
Equatorial Guinea,0,0,69,0,0,306,0,374,0,0,1,88,45,0,10,33,306,0,146,0,0,309,2196,0,0,1048,0,15,457,11,0,0,24,0,0,418,0,0,14,0,4,1,0,14,0,0,0,99,341,15,3,0,3,35,0,0,53,0,1,0,0,2,0,0,0,0,907,0,0,0,24,0,0,0,0,0,0,9,3,0,901,0,4,2,0,36,0,0,0,37,0,27,0,0,0,0,0,2,0,0,0,0,3,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,162,0,25,4538,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,22,24089,0,18,0,0,0,0,0,7,0,253,32,0,5,0,0,0,0,0,26,10,0,1173,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,923,0,0,0,4,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,62,30,0,71,148,6,324,0,0,86,37,111,0,2,21,19,0,13,0,0,690,111,0,560,51,0,9,1619,6,1216,0,99,1,0,336,0,3,8,2,35,2,0,119,0,0,0,547,578,63,4,0,0,153,0,0,244,0,2,0,0,3,0,0,0,7,0,0,0,19,239,2,5,0,0,0,0,32,80,0,21,0,739,128,0,14,2,0,0,3,39,33,0,0,0,0,0,77,0,0,0,0,0,0,8,0,0,0,0,2,0,0,13,0,0,0,2,0,0,0,0,0,0,19,73,2,3,10,0,0,0,1288,0,1012,31,49,0,0,0,0,0,0,8,0,0,0,0,0,6,0,41,0,0,0,14,0,131,4,2164,4,0,0,0,0,0,4,7,0,58,0,0,0,0,0,0,0,34,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,41,0,216,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,66,273,116,5,741,14,764,0,0,167,1224,1163,0,9,51,62,0,4,0,0,960,125,0,129,865,0,17,1670,4,356,0,340,44,4,285,20,0,101,188,43,22,0,96,0,0,0,4,805,205,19,0,32,479,0,0,64,0,158,53,0,36,14,0,27,32,152,0,16,33,667,0,7,19,0,0,89,554,6358,0,492,37,2829,134,0,20,2,0,0,1518,44,13,7,0,0,0,0,35,0,0,0,0,0,0,25,0,0,0,0,3,0,11,804,18,0,0,1982,0,0,0,22,0,3,882,46,362,65,214,0,5,0,8,4164,4,52,90,122,4,0,14,0,0,0,0,0,28,35,1,2064,0,3,3,0,0,3,0,126,162,0,6,0,0,0,0,9,38,13,0,97,0,0,0,0,0,0,2,253,0,0,0,0,0,2567,0,110,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,6,55,0,33,0,5,0,0,50,2,0,0,5,0,6,0,0,0,0,0,0,0,0,0
Slovakia,0,4,0,0,0,386,19,1310,0,0,321,13,613,7,0,4615,5,0,3,0,0,0,215,15,0,0,0,0,24587,23,0,0,303,198,9,8,0,9,0,0,0,0,8,99,48,0,0,0,1825,105,9,0,3106,166,0,0,8142,0,34,0,0,0,0,0,0,0,0,0,0,1452,47,12,18,7,0,0,0,1643,0,0,0,0,2227,496,0,2,0,0,0,296,0,47,0,0,0,0,0,0,0,0,0,0,15,0,78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1455,1440,0,0,393,0,0,0,92,0,0,0,0,4728,0,13,0,0,2617,0,0,5,0,1215,0,0,0,0,4,0,0,0,0,0,0,624,0,18,8,0,0,0,27,0,8667,5,0,0,0,0,0,0,0,463,0,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1436,0,13,0,0,0,0,0,0,0,0,0,49,52,0,3,0,0,29,0,0,0,2032,0,0,0,0,0,0,0,0,0,0,0
Hungary,19,996,1211,6,378,11501,824,64743,0,0,8938,611,8575,27,1073,18973,2413,0,358,0,107,53,38820,57,25,21,0,247,100046,1172,66,186,20479,363,232,8262,45,1489,77,0,0,0,414,8323,2037,93,0,304,31325,13508,312,0,11704,1957,9,0,60651,0,159,4,0,0,9,0,0,12,0,0,199,4268,1189,960,131,57,0,0,11,21139,235,131,0,51,17308,117,14,1191,84,0,0,434,38,6933,0,0,34,0,42,255,15,28,0,0,985,70,10936,0,0,1,617,29,137,1692,4,15,48,14,8,8,2,1004,47,0,1461,23964,180,10,5308,34,38,190,17,0,0,3,3,11394,0,1565,0,1418,2973,9,0,696,0,9406,3,8,61,0,0,1500,0,25,105,0,32,10528,0,52,104,0,2,0,679,2462,9923,88,10,18,37,4,0,1795,0,538,609,152,0,2266,10,0,43,8,6573,0,0,86,58,100,0,0,0,9,0,0,3987,194,787,1548,0,0,0,9,0,109,0,5,19,2743,0,76,0,0,1048,0,7,0,1903,0,4,0,0,0,0,0,0,58,0,0
Georgia,1,37,1011,35,9,1247,15,8222,0,0,255,81,7395,0,35,9161,475,0,14,0,0,49,1830,2252,3,58,0,1394,2078,48,9,3,578,433,9,14785,0,181,43,0,2,0,5,186,5,797,0,26,4527,433,50,0,3863,3007,0,0,11669,0,307,0,0,5,16,0,0,0,0,0,6,1832,185,2303,0,0,2,0,0,2789,29,3,2,0,1588,2799,0,176,0,0,0,3,0,179,47,21,3,0,0,593,0,6,0,0,0,0,251,0,0,0,4,1105,0,2516,0,0,7,1,0,0,0,0,0,0,91,12762,129,3,965,0,0,156,1,3,0,0,0,41,0,10,0,57,177,2,0,444,0,2057,0,1,0,0,1587,5,0,0,36,0,0,9557,0,234,100,0,1,0,1402,107,11025,12,0,0,9,0,0,39,0,1950,3668,27,0,29,9,0,29,0,165,0,0,5724,1,104,0,0,0,0,0,0,34,66,2062,21,0,0,0,0,0,2523,0,0,39,38,0,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Bhutan,0,6,0,0,0,0,0,0,0,0,0,0,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6342,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2633,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,0,0,0,0,684,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Verde,0,0,3,0,0,2730,7183,6486,0,0,1269,0,37,0,3,20,2,0,15,0,0,1982,863,0,0,0,0,0,15551,0,8,0,1431,0,0,87,0,0,0,0,0,0,0,14,0,0,0,375,10732,3700,0,0,9,1,0,0,2691,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,550,0,0,0,157,3041,139,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,2,0,613,0,0,51,0,0,0,0,29,0,0,39007,1,0,2068,2248,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,2,9,1,0,5,0,0,0,0,1642,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0
Croatia,2,528,191,38,36,1202,223,23673,3,0,1589,181,2260,0,325,1289,132,0,153,0,3,43,3669,22,5,11,0,71,7593,120,23,49,3033,305,81,3460,8,23,0,28,0,0,173,1273,308,14,0,127,3737,1189,157,0,974,572,0,2,2306,0,91,5,0,9,0,0,20,0,24,0,30,199,851,16,73,55,0,0,24,4024,42,43,27,38,3323,1776,0,403,0,4,0,365,0,959,0,29,0,0,0,18,0,19,0,0,93,2,834,0,0,0,96,22,13,135,0,0,24,2,13,0,0,182,29,0,836,584,82,0,1191,6,5,93,133,0,0,1,0,767,0,355,5,1185,322,6,0,59,0,526,7,6,0,0,61,38,0,0,16298,0,11,1853,0,60,58,0,0,0,115,182,375,52,4,2,21,0,0,154,0,227,1159,85,0,312,3,0,0,0,391,0,0,9,2,0,0,0,0,0,0,0,604,49,183,82,5,0,0,8,0,45,0,0,11,145,0,58,0,0,18,0,0,0,1485,0,6,0,0,0,0,0,0,0,0,0
Brunei Darussalam,0,935,19,0,0,211,2,247,0,0,76,77,520,2,2874,80,416,0,2823,0,0,0,33,0,0,2,0,820,328,2,0,0,118,93,0,35,0,0,6,0,0,0,0,19,0,0,0,0,99,0,886,0,10,701,0,0,103,0,28,0,0,0,0,0,0,0,0,2,56,0,19,2,25,0,0,0,0,135,0,0,0,0,0,2,0,13973,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,0,0,0,0,0,9,0,0,0,0,0,2233,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,7,0,105,0,0,0,0,0,853,0,980,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,0,119,238,0,35,1878,132,1484,0,0,124,500,1216,0,75,95,79,0,105,0,0,1087,6387,1,5040,551,0,164,1403,118,1445,0,1710,19,15,720,0,62,12,2,215,2206,0,167,0,0,0,2776,32839,253,26,0,163,624,0,0,4255,0,313,40,0,44,5,0,2,803,490,0,13,16,1644,0,7,0,0,0,11,333,224,5,281,0,3456,283,0,34,0,0,0,56,1750,28,0,0,37,0,0,220,0,0,0,0,0,0,1213,0,0,0,0,12,6,4,91,0,9,0,21,0,0,2,52,0,9,165,255,23,54,615,0,125,4,2261,2,2835,5428,14,9,26,0,0,0,0,1508,3,0,67,231,125,53,0,40,0,0,1542,19,0,8517,125,77,3,4,2,0,0,0,23,88,0,1687,0,0,2,0,86,0,27,27,244,0,7,0,0,93,0,72,0,2,0,0,7,0,0,0,0,0,0,9,6,6,0,3,0,0,38,0,11,0,587,0,165,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,3,1496,9246,4,135,25892,1861,110369,7,0,24383,1113,12410,12,1245,12007,736,0,1529,0,39,130,66953,4,52,138,0,504,326080,1989,70,293,24576,2491,344,8001,50,3004,40,8,0,23,789,108907,9540,224,0,3817,49586,59455,2728,0,11227,3403,15,14,103471,2,1698,30,0,0,14,0,11,5,0,0,297,7735,3390,1644,74,133,0,0,14,49088,184,409,11,225,31319,15416,0,749,30,23,3,467,0,6720,39,4,3,0,209,167,17,5,0,0,713,55,12752,0,0,1,704,67,299,326,0,0,36,2,15,11,0,520,85,100,1599,31865,656,56,8964,49,27,64,0,10,0,6,5,41913,0,4447,5,104,2110,15,11,2618,0,6866,11,4,136,614,10470,9718,0,2252,1795,6,51,63639,13,122,725,0,13,0,2480,3856,77292,125,4,7,104,0,0,1810,0,2588,1836,278,0,212,3,0,146,21,12314,0,8,1127,11,46,0,0,0,0,0,0,9057,207,3515,513,21,0,0,208,0,123,0,0,1024,2657,0,3194,0,0,1227,0,0,0,518,0,25,0,0,2,0,0,8,173,0,0
Liberia,0,123,10,0,0,320,0,158,0,0,9,23,15,0,23,0,11,0,25,0,0,428,41,0,442,58,0,3,217,0,3046,0,69,0,0,500,0,0,1,0,0,0,0,21,0,0,0,148,77,32,0,0,0,189,0,0,356,0,26,0,0,3,0,0,0,4,0,0,5,0,101,0,0,0,0,0,1,11,35,0,6,0,1362,26,0,30,0,0,0,4,7,6,0,0,0,0,4,22,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,2,0,0,0,0,2,0,0,4,22,154,3,3,22,0,2,0,650,0,0,21,5,0,7,0,0,0,0,6,10,0,0,0,2251,2,0,0,0,0,0,3,0,31,4,0,8,0,0,0,0,2,3,4,0,20,0,0,0,0,0,0,4,80,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,0,4683,1652,105,81,6823,141,2030,0,0,578,955,28083,0,2933,657,4808,1,731,0,0,186,2108,592,2,65,0,97343,16481,19,54,0,377,1973,17,2168,2,3080,417,23,13,0,2,194,14,0,0,73,942,1946,829,0,903,40369,0,0,685,0,19194,4,0,6,6,0,0,7,0,0,198,211,3497,0,408,2,21,0,46,443,122,2,0,4,167,513,0,19522,14,7,76,69,0,197,31,0,0,0,11,431,55,0,0,0,0,0,718,0,0,0,0,5568,0,381,13,126,559,0,9,0,5,22,4095,0,9,3,1078,13,10062,7,0,366,15,0,8,16,18,329,4,1072,0,0,50,0,0,12,0,143,0,14,3,0,82,436,687,0,28,419,5,121,6,182386,16,4,0,0,61,748,356,132,3,0,0,0,0,692,0,0,13013,90,0,4,0,0,78,0,252,0,2,269,0,0,0,0,0,0,0,0,686,461,13,0,0,0,0,6,0,7941,33,10,24,9,0,9998,0,0,1377,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
Moldova,0,9,36,0,7,447,7,7434,0,0,263,18,188,0,54,26577,8,0,3,0,0,9,1880,0,0,0,0,18,8729,12,3,0,544,15,0,3981,2,29,0,0,0,0,22,136,3,36,0,2,3355,195,13,0,340,62,0,0,19729,0,0,0,0,0,0,0,0,4,0,0,1,1446,280,80,0,0,0,0,0,449,0,5,0,0,1955,2225,0,10,5,0,0,3,0,1585,0,3,0,0,0,2,0,0,0,0,6,0,561,0,0,0,7,3,0,49,0,0,0,0,0,0,0,17,0,0,39,1812,51,0,106,0,4,20,3,0,0,0,0,1669,0,8,0,4,102,0,0,432,0,1431,0,0,0,7,154,125,0,2,41,0,1,670,0,3,0,0,0,0,68,6,1314,0,0,0,1,0,0,73,0,157,25,39,0,17,0,0,15,0,132,0,0,33,0,64,0,0,0,0,0,0,68,0,237,0,0,0,0,3,0,5,0,0,0,19,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Haiti,0,0,0,0,3,22367,526,9,295,0,10,0,16,8,0,0,0,0,0,0,127,0,64,0,0,0,0,0,44,110,0,28,31,8,477,0,0,0,0,0,0,0,8,3,0,0,0,5,500,2,1,0,0,0,4,549,83,67,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,9,0,0,0,3,0,196,0,0,13,2,8,0,0,7,0,0,1,0,0,0,682,0,6,5,0,7,0,0,9184,0,0,0,0,0,1505,0,39,0,0,0,0,627,0,0,4,0,0,211,0,8,0,0,0,1,28,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,0,0,0,2208,86,0,0,1,0,0,0,0,120,97,21,0,0,0,7,0,0,0,0,0,0,10,5,0,0,0,187,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,131,0,0,0,1,5,0,33,0,0
French Guiana,0,0,0,0,46,193,697,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42,0,0,0,0,0,2,0,0,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16872,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,774,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0
Cocos (Keeling) Islands,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Estonia,0,197,822,0,13,1779,103,11799,0,0,1952,112,624,0,708,2291,49,0,177,0,0,4,3351,63,49,7,0,104,9959,88,7,6,1385,631,18,1986,0,0,1,0,0,0,29,4564,77,12,0,37,3223,6717,268,0,279,202,0,5,3180,0,33,5,0,0,0,0,0,0,0,4,34,1539,206,62,3,16,0,0,3,2102,23,18,0,0,2886,2442,0,287,0,0,0,258,2,162,7,22,0,0,4,33,0,0,0,0,32,0,580,0,0,0,42,8,14,19,0,0,1,0,0,0,0,165,7,0,87,174,3,0,3118,0,85,17,101,0,0,0,19,569,0,631,0,0,351,0,0,1026,0,487,0,3,13,37,628,1394,0,0,149,0,0,2580,0,25,67,0,0,0,0,77,3365,59,0,0,0,0,0,271,0,3945,31,37,0,43,0,0,0,0,4102,0,0,30,2,21,0,0,0,0,0,0,866,108,2595,24,0,0,0,13,0,13,0,0,119,203,0,117,0,0,72,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
South Korea,18,21941,1184,23,144,185311,315,20515,1,1,259,441,19747,0,30346,28142,135558,2,172471,0,49,41,7814,190,14,2046,4,588,11433,4717,38,64,517,2230,59,12265,16,167,17,10,4,2,131,193,175,6686,0,138,14181,419,387082,0,390,6898,15,12,14466,24,29,12,0,3,15,0,0,1,3,19,9094,94,16820,4673,4390,462,1,0,5,6575,97,99,7,27,88,1158,0,63371,11994,2,118,87,1,33,0,0,32,0,40,144,11,49,0,2,199,9356,1657,0,0,7234,105,11,71,103,68,5,10100,0,17,2,3,5,1612,2,41,2427,26,2,103443,18,1,143,0,3,4,0,2,104,20,237539,66,54,26,21,0,17,0,4187,21,0,27,0,2412,116,0,1,129,839,19,3923,4,592,2,3,0,0,62,1388132,109,100116,13,2,70,8,0,997,0,109,5105,39,0,51,5,0,32,0,3327,0,0,13,0,46,0,0,0,6,0,0,53,43140,56,1,51,0,0,41,10,99,0,13,9,6,0,25781,0,2,7,1,0,0,29,0,26,0,762,0,0,0,0,1,0,0
Ukraine,0,555,1572,32,143,9011,1027,64467,0,0,6776,401,11338,14,2317,96141,599,0,395,0,11,256,21366,186,25,52,0,804,17052,712,86,63,5486,1164,195,40162,26,493,19,44,2,10,259,1245,340,1212,0,462,10938,4569,86,0,7241,3252,0,0,15047,0,310,4,0,0,10,0,0,7,20,0,25,7880,2193,3108,127,112,1,0,57,5760,219,62,16,79,3262,19850,0,521,0,0,0,291,16,1401,18,192,0,0,54,699,15,0,0,0,236,12,3493,0,0,0,211,107,63,4895,18,0,68,0,39,0,3,426,48,0,885,20188,466,11,4540,43,27,834,97,26,0,16,53,1633,0,799,0,91,2809,0,0,3846,0,12323,19,15,8,8678,10166,10291,0,6,435,0,27,77495,3,433,1076,0,0,0,3392,118,56959,13,0,0,7,0,0,1361,0,5441,962,185,0,191,288,0,31,0,1232,0,0,2828,6,330,0,0,0,0,0,0,286,103,11892,308,18,0,0,25,0,285,0,25,223,207,0,236,0,0,353,0,0,0,74,0,12,0,0,0,0,0,0,4,0,0
Chinese Taipei,12,22035,270,0,110,81371,131,5150,4,0,164,404,7440,0,23558,641,57560,3,35066,0,61,12,802,73,2,9,2,373,3892,746,1,11,536,446,43,5781,9,27,1,0,2,0,38,88,18,29,1,175,5185,121,320809,0,133,3398,11,17,5237,8,14,1,0,5,4,0,0,0,0,8,5697,63,12055,7,3170,23,0,0,0,4495,21,7,0,2,135,4178,0,31035,79,0,38,2,1,26,0,3,1,0,34,5,3,43,0,0,10,72,152,0,0,7714,46,3,57,0,1,0,7252,1,0,2,0,2,148,0,6,426,0,2,71330,4,4,25,0,0,0,1,0,108,1,74610,49,5,8,19,0,4,0,170,0,2,0,0,38,10,3,2,32,812,0,112,0,114,0,0,0,0,16,84327,40,214367,19,1,66,0,0,715,0,21,62,75,0,2,0,0,3,0,383,0,0,7,2,0,0,0,0,0,0,0,7,61453,12,14,105,0,0,22,0,10,1,0,3,3,0,29606,0,0,33,0,0,0,4,0,19,0,551,1,0,0,0,0,0,0
Benin,12,7,61,0,14,477,9,511,0,0,21,111,267,0,0,11,32,0,12,0,0,198,98,0,2090,133,0,32,157,0,95,7,158,3,0,173,3,0,3,0,44,137,0,3,0,0,0,357,3346,33,113,0,13,464,0,0,288,0,5,0,0,134,0,0,0,378,3392,0,0,0,475,0,0,0,0,0,0,43,66,0,1600,0,312,58,0,0,0,0,0,21,1061,4,0,0,0,0,0,30,0,0,0,0,0,0,27,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,3,20,259,0,54,717,0,0,0,1,0,91,2254,4,0,0,0,0,0,0,4,9,0,0,1079,41,84,0,6,3,0,0,4,0,1831,0,20,0,0,3,0,0,0,44,10,4,150,0,0,0,0,0,0,0,0,165,0,0,0,0,35,0,58,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,208,0,227,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada and South Grenadines,0,0,18,0,0,8025,15,166,23,0,0,2,0,3,0,14,0,0,1,0,0,0,11,1,0,0,0,0,3445,6,0,0,26,0,34,4,0,1,0,0,0,0,3,0,0,0,0,0,25,31,1,0,0,4,0,171,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,0,0,16,0,0,0,43,0,0,0,0,0,19,94,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,53,0,0,0,0,0,7,0,15,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,1400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,71,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,40,0,71,16,0,0,0,0,0,0,0,0,0,55,1,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,3029,0,0,0,0,0,430,25,0,0
